symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XVGETH,0.00000001,0.483,0.00000209,0.00000206,0.00000208,3606.00000000,0.00000207,610077.00000000,0.00000209,264863.00000000,0.00000207,0.00000212,0.00000206,1719387.00000000,3.59106477,1697116040646,1697202440646,11231358,11231540,183
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
MTLBTC,0.00000075,1.695,0.00004455,0.00004409,0.00004499,22.80000000,0.00004490,32.00000000,0.00004506,32.00000000,0.00004424,0.00004509,0.00004420,5670.00000000,0.25258164,1697116044065,1697202444065,20582039,20582140,102
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
EOSBTC,0.00000019,0.950,0.00002010,0.00002002,0.00002020,573.60000000,0.00002021,83.50000000,0.00002022,220.00000000,0.00002001,0.00002025,0.00001993,313053.00000000,6.29347539,1697116048759,1697202448759,74816301,74817391,1091
SNTBTC,0.00000001,1.176,0.00000086,0.00000085,0.00000086,254.00000000,0.00000087,4747.00000000,0.00000088,321306.00000000,0.00000085,0.00000089,0.00000085,1106310.00000000,0.95441974,1697116031729,1697202431729,12656290,12656648,359
ETCETH,-0.00004000,-0.416,0.00961833,0.00959000,0.00957000,4.62000000,0.00956000,13.48000000,0.00959000,52.36000000,0.00961000,0.00968000,0.00951000,3530.55000000,33.95798100,1697116047532,1697202447532,8670099,8670361,263
ETCBTC,-0.00000200,-0.360,0.00055259,0.00055400,0.00055300,1.29000000,0.00055200,35.30000000,0.00055300,763.07000000,0.00055500,0.00055700,0.00054800,5880.30000000,3.24941179,1697116049981,1697202449981,43899671,43900445,775
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ZECBTC,-0.00000300,-0.324,0.00092232,0.00092600,0.00092400,6.91700000,0.00092700,0.36000000,0.00092900,89.55700000,0.00092700,0.00093000,0.00091000,5163.70000000,4.76260385,1697116049981,1697202449981,28077755,28078202,448
ZECETH,0.00000000,0.000,0.01602307,0.01602000,0.01607000,0.38100000,0.01608000,8.03100000,0.01611000,8.01600000,0.01607000,0.01621000,0.01582000,146.69700000,2.35053669,1697116037096,1697202437096,3583176,3583281,106
BNTBTC,-0.00000007,-0.367,0.00001886,0.00001905,0.00001901,237.70000000,0.00001899,536.10000000,0.00001903,1098.90000000,0.00001908,0.00001938,0.00001797,291940.60000000,5.50525479,1697116050714,1697202450714,8384525,8386336,1812
ASTBTC,-0.00000005,-1.618,0.00000305,0.00000308,0.00000304,9925.00000000,0.00000303,1228.00000000,0.00000304,4854.00000000,0.00000309,0.00000311,0.00000300,1246285.00000000,3.79967847,1697116030799,1697202430799,17599807,17600416,610
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
DASHBTC,0.00000700,0.749,0.00093547,0.00093400,0.00094100,1.59900000,0.00094100,32.59400000,0.00094300,30.26100000,0.00093400,0.00094500,0.00093000,3417.18400000,3.19668022,1697116029527,1697202429527,27679064,27679873,810
DASHETH,0.00017000,1.051,0.01626613,0.01623000,0.01635000,3.91000000,0.01632000,3.19600000,0.01636000,0.40000000,0.01618000,0.01646000,0.01618000,116.77100000,1.89941180,1697116029565,1697202429565,3895731,3895804,74
OAXBTC,0.00000005,0.921,0.00000546,0.00000543,0.00000548,260.00000000,0.00000547,906.00000000,0.00000548,556.00000000,0.00000543,0.00000559,0.00000536,288261.00000000,1.57318986,1697116023506,1697202423506,16021622,16022583,962
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
REQBTC,-0.00000042,-12.281,0.00000333,0.00000344,0.00000300,265.00000000,0.00000300,4077.00000000,0.00000301,11127.00000000,0.00000342,0.00000380,0.00000295,10554358.00000000,35.18017933,1697116033866,1697202433866,13890839,13896382,5544
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
VIBBTC,0.00000001,0.633,0.00000158,0.00000157,0.00000159,1074.00000000,0.00000159,3695.00000000,0.00000160,1077.00000000,0.00000158,0.00000160,0.00000155,342123.00000000,0.53998845,1697116035739,1697202435739,12476624,12476855,232
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
TRXBTC,0.00000001,0.314,0.00000318,0.00000319,0.00000319,191.00000000,0.00000318,840174.00000000,0.00000319,992192.00000000,0.00000318,0.00000320,0.00000316,8949970.00000000,28.48037386,1697116049981,1697202449981,69930256,69933739,3484
TRXETH,0.00000013,0.236,0.00005522,0.00005505,0.00005519,8250.00000000,0.00005519,6910.00000000,0.00005520,4765.00000000,0.00005506,0.00005572,0.00005490,5031714.00000000,277.84676268,1697116045863,1697202445863,36496477,36500485,4009
POWRBTC,0.00000031,5.506,0.00000594,0.00000562,0.00000594,2494.00000000,0.00000592,798.00000000,0.00000595,1397.00000000,0.00000563,0.00000618,0.00000560,4051952.00000000,24.05347944,1697116051061,1697202451061,16826191,16829716,3526
POWRETH,0.00000590,6.082,0.00010381,0.00009670,0.00010290,3712.00000000,0.00010280,851.00000000,0.00010310,856.00000000,0.00009700,0.00010730,0.00009700,252103.00000000,26.17196800,1697116051055,1697202451055,3150000,3150353,354
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XRPBTC,0.00000010,0.561,0.00001799,0.00001786,0.00001794,91.00000000,0.00001793,89331.00000000,0.00001794,103.00000000,0.00001784,0.00001815,0.00001782,10533677.00000000,189.48916225,1697116051036,1697202451036,156323197,156332536,9340
XRPETH,0.00000220,0.712,0.00031282,0.00030890,0.00031120,803.00000000,0.00031110,75.00000000,0.00031120,2705.00000000,0.00030900,0.00031670,0.00030880,1045591.00000000,327.08646560,1697116045659,1697202445659,29838537,29840983,2447
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ENJBTC,-0.00000005,-0.634,0.00000787,0.00000786,0.00000784,26.00000000,0.00000784,5978.30000000,0.00000786,5362.70000000,0.00000789,0.00000796,0.00000779,265835.40000000,2.09093231,1697116023359,1697202423359,40338782,40339435,654
ENJETH,0.00000020,0.147,0.00013679,0.00013640,0.00013660,13.20000000,0.00013600,2365.70000000,0.00013660,2754.00000000,0.00013640,0.00013750,0.00013530,59632.30000000,8.15698838,1697115826673,1697202226673,7776030,7776146,117
STORJBTC,-0.00000016,-1.042,0.00001528,0.00001537,0.00001519,1980.00000000,0.00001519,3618.00000000,0.00001522,489.00000000,0.00001535,0.00001565,0.00001497,144039.00000000,2.20098127,1697116049991,1697202449991,13761625,13762679,1055
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BNBUSDT,0.40000000,0.194,205.45984737,205.90000000,206.40000000,0.32900000,206.30000000,670.76500000,206.40000000,162.53300000,206.00000000,206.70000000,203.90000000,320864.27100000,65924724.14650000,1697116051090,1697202451090,674345111,674448898,103788
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
KMDBTC,0.00000000,0.000,0.00000777,0.00000780,0.00000781,19.00000000,0.00000782,1178.00000000,0.00000787,130.00000000,0.00000781,0.00000799,0.00000767,122259.00000000,0.94978075,1697116045809,1697202445809,14316029,14316333,305
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
NULSBTC,0.00000003,0.473,0.00000634,0.00000635,0.00000637,220.00000000,0.00000635,1465.00000000,0.00000640,766.00000000,0.00000634,0.00000642,0.00000627,19748.00000000,0.12525789,1697116050758,1697202450758,14866426,14866490,65
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XMRBTC,-0.00004000,-0.701,0.00568393,0.00570400,0.00566400,6.53900000,0.00566100,8.00000000,0.00566400,12.14900000,0.00570400,0.00572800,0.00563000,13909.97800000,79.06336023,1697116051034,1697202451034,48737193,48743935,6743
XMRETH,-0.00058000,-0.587,0.09882158,0.09886000,0.09818000,1.37100000,0.09815000,0.84200000,0.09827000,3.28100000,0.09876000,0.09990000,0.09791000,3740.27700000,369.62008627,1697116050974,1697202450974,6244185,6245807,1623
DLTBNB,0.00000000,0.000,0.00000000,0.00240000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
WTCBNB,0.00000000,0.000,0.00000000,0.00180500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
DLTBTC,0.00000000,0.000,0.00000000,0.00000071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
DLTETH,0.00000000,0.000,0.00000000,0.00016807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
AMBBTC,0.00000001,3.333,0.00000031,0.00000031,0.00000031,113115.00000000,0.00000030,6124291.00000000,0.00000031,29397.00000000,0.00000030,0.00000032,0.00000030,5909541.00000000,1.82721938,1697116051080,1697202451080,12308445,12309153,709
AMBETH,0.00000000,0.000,0.00000000,0.00004100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
AMBBNB,0.00000000,0.000,0.00000000,0.00068500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCCETH,0.00000000,0.000,0.00000000,2.47246000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCCUSDT,0.00000000,0.000,0.00000000,448.70000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCCBNB,0.00000000,0.000,0.00000000,54.29000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BATBTC,0.00000007,1.120,0.00000628,0.00000626,0.00000632,1448.00000000,0.00000630,9299.00000000,0.00000633,2580.00000000,0.00000625,0.00000632,0.00000625,32407.00000000,0.20345638,1697116043915,1697202443915,29233619,29233699,81
BATETH,0.00000230,2.212,0.00010581,0.00010390,0.00010630,60.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010400,0.00010630,0.00010400,6199.00000000,0.65590410,1694660407728,1694746807728,5308670,5308687,18
BATBNB,0.00000000,0.000,0.00000000,0.00183100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCPTBTC,0.00000000,0.000,0.00000000,0.00000048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCPTETH,0.00000000,0.000,0.00000000,0.00008181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCPTBNB,0.00000000,0.000,0.00000000,0.00116200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ARNBTC,0.00000000,0.000,0.00000000,0.00000761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
